"Year Month","State","Countym","Industry","Suspicious Activity","Regulator","Product","Instrument","Count"
"2022 July","California","San Mateo County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","[Total]","Credit Card","[Total]","2"
"2022 July","California","San Mateo County, CA","Securities/Futures","Suspicious Use of Third-Party Transactors (Straw-Man)","SEC","Credit Card","Funds Transfer","1"
"2022 July","California","San Mateo County, CA","Securities/Futures","Suspicious Use of Third-Party Transactors (Straw-Man)","SEC","Credit Card","Government Payment","1"
"2022 July","California","San Mateo County, CA","Securities/Futures","Suspicious Use of Third-Party Transactors (Straw-Man)","SEC","Credit Card","[Total]","2"
"2022 July","California","San Mateo County, CA","Securities/Futures","Suspicious Use of Third-Party Transactors (Straw-Man)","[Total]","Credit Card","[Total]","2"
"2022 July","California","San Mateo County, CA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Funds Transfer","1"
"2022 July","California","San Mateo County, CA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Government Payment","1"
"2022 July","California","San Mateo County, CA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","[Total]","2"
"2022 July","California","San Mateo County, CA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","2"
"2022 July","California","San Mateo County, CA","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","22"
"2022 July","California","San Mateo County, CA","[Total]","[Total]","[Total]","Credit Card","[Total]","22"
"2022 July","California","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","284"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Funds Transfer","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","[Total]","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Transaction Out of Pattern for Customer(s)","SEC","Credit Card","Funds Transfer","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Transaction Out of Pattern for Customer(s)","SEC","Credit Card","[Total]","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Transaction Out of Pattern for Customer(s)","[Total]","Credit Card","[Total]","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Funds Transfer","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","[Total]","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","Funds Transfer","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","[Total]","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","1"
"2022 July","Florida","Miami-Dade County, FL","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","4"
"2022 July","Florida","Miami-Dade County, FL","[Total]","[Total]","[Total]","Credit Card","[Total]","4"
"2022 July","Florida","Seminole County, FL","Securities/Futures","ACH","SEC","Credit Card","Funds Transfer","3"
"2022 July","Florida","Seminole County, FL","Securities/Futures","ACH","SEC","Credit Card","Government Payment","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","ACH","SEC","Credit Card","[Total]","4"
"2022 July","Florida","Seminole County, FL","Securities/Futures","ACH","[Total]","Credit Card","[Total]","4"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Funds Transfer","6"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Government Payment","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Credit/Debit Card","SEC","Credit Card","[Total]","7"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","7"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Other Fraud (Type)","SEC","Credit Card","Funds Transfer","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Other Fraud (Type)","SEC","Credit Card","Government Payment","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Other Fraud (Type)","SEC","Credit Card","[Total]","2"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Other Fraud (Type)","[Total]","Credit Card","[Total]","2"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Provided Questionable or False Documentation","SEC","Credit Card","Funds Transfer","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Provided Questionable or False Documentation","SEC","Credit Card","[Total]","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Provided Questionable or False Documentation","[Total]","Credit Card","[Total]","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicion Concerning the Source of Funds","SEC","Credit Card","Funds Transfer","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicion Concerning the Source of Funds","SEC","Credit Card","Government Payment","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicion Concerning the Source of Funds","SEC","Credit Card","[Total]","2"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","2"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","SEC","Credit Card","Funds Transfer","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","SEC","Credit Card","Government Payment","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","SEC","Credit Card","[Total]","2"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","[Total]","Credit Card","[Total]","2"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicious Use of Third-Party Transactors (Straw-Man)","SEC","Credit Card","Funds Transfer","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicious Use of Third-Party Transactors (Straw-Man)","SEC","Credit Card","Government Payment","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicious Use of Third-Party Transactors (Straw-Man)","SEC","Credit Card","[Total]","2"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Suspicious Use of Third-Party Transactors (Straw-Man)","[Total]","Credit Card","[Total]","2"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Funds Transfer","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Government Payment","1"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","[Total]","2"
"2022 July","Florida","Seminole County, FL","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","2"
"2022 July","Florida","Seminole County, FL","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","22"
"2022 July","Florida","Seminole County, FL","[Total]","[Total]","[Total]","Credit Card","[Total]","22"
"2022 July","Florida","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","26"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","FRB","Credit Card","Bank/Cashier's Check","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","FRB","Credit Card","Funds Transfer","2"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","FRB","Credit Card","[Total]","3"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","3"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","ACH","FRB","Credit Card","Funds Transfer","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","ACH","FRB","Credit Card","[Total]","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","ACH","[Total]","Credit Card","[Total]","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Check","FRB","Credit Card","Bank/Cashier's Check","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Check","FRB","Credit Card","Funds Transfer","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Check","FRB","Credit Card","[Total]","2"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Check","[Total]","Credit Card","[Total]","2"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Credit/Debit Card","FRB","Credit Card","Funds Transfer","2"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Credit/Debit Card","FRB","Credit Card","[Total]","2"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","2"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","Bank/Cashier's Check","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","Funds Transfer","4"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","[Total]","5"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Elder Financial Exploitation","[Total]","Credit Card","[Total]","5"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","FRB","Credit Card","Bank/Cashier's Check","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","FRB","Credit Card","Funds Transfer","3"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","FRB","Credit Card","[Total]","4"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","4"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","Bank/Cashier's Check","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","Funds Transfer","3"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","[Total]","4"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","[Total]","Credit Card","[Total]","4"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Provided Questionable or False Documentation","FRB","Credit Card","Funds Transfer","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Provided Questionable or False Documentation","FRB","Credit Card","[Total]","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Provided Questionable or False Documentation","[Total]","Credit Card","[Total]","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Wire","FRB","Credit Card","Funds Transfer","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Wire","FRB","Credit Card","[Total]","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","Wire","[Total]","Credit Card","[Total]","1"
"2022 July","Missouri","St. Louis city, MO","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","23"
"2022 July","Missouri","St. Louis city, MO","[Total]","[Total]","[Total]","Credit Card","[Total]","23"
"2022 July","Missouri","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","23"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Human Trafficking","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Human Trafficking","OCC","Credit Card","Funds Transfer","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Human Trafficking","OCC","Credit Card","U.S. Currency","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Human Trafficking","OCC","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Human Trafficking","[Total]","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicion Concerning the Source of Funds","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicion Concerning the Source of Funds","OCC","Credit Card","Funds Transfer","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicion Concerning the Source of Funds","OCC","Credit Card","U.S. Currency","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicion Concerning the Source of Funds","OCC","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious EFT/Wire Transfers","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious EFT/Wire Transfers","OCC","Credit Card","Funds Transfer","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious EFT/Wire Transfers","OCC","Credit Card","U.S. Currency","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious EFT/Wire Transfers","OCC","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious Use of Multiple Accounts","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious Use of Multiple Accounts","OCC","Credit Card","Funds Transfer","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious Use of Multiple Accounts","OCC","Credit Card","U.S. Currency","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious Use of Multiple Accounts","OCC","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious use of multiple transaction locations","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious use of multiple transaction locations","OCC","Credit Card","Funds Transfer","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious use of multiple transaction locations","OCC","Credit Card","U.S. Currency","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious use of multiple transaction locations","OCC","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious use of multiple transaction locations","[Total]","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","OCC","Credit Card","Funds Transfer","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","OCC","Credit Card","U.S. Currency","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","OCC","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","[Total]","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","OCC","Credit Card","Funds Transfer","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","OCC","Credit Card","U.S. Currency","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","OCC","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","OCC","Credit Card","Funds Transfer","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","OCC","Credit Card","U.S. Currency","1"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","OCC","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","[Total]","Credit Card","[Total]","3"
"2022 July","Nevada","Clark County, NV","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","24"
"2022 July","Nevada","Clark County, NV","[Total]","[Total]","[Total]","Credit Card","[Total]","24"
"2022 July","Nevada","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","24"
"2022 July","New York","New York County, NY","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Credit/Debit Card","SEC","Credit Card","[Total]","1"
"2022 July","New York","New York County, NY","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","1"
"2022 July","New York","New York County, NY","Securities/Futures","Elder Financial Exploitation","SEC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Elder Financial Exploitation","SEC","Credit Card","[Total]","1"
"2022 July","New York","New York County, NY","Securities/Futures","Elder Financial Exploitation","[Total]","Credit Card","[Total]","1"
"2022 July","New York","New York County, NY","Securities/Futures","Human Trafficking","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","New York","New York County, NY","Securities/Futures","Human Trafficking","OCC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Human Trafficking","OCC","Credit Card","U.S. Currency","1"
"2022 July","New York","New York County, NY","Securities/Futures","Human Trafficking","OCC","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Human Trafficking","[Total]","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Mass-Marketing","SEC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Mass-Marketing","SEC","Credit Card","[Total]","1"
"2022 July","New York","New York County, NY","Securities/Futures","Mass-Marketing","[Total]","Credit Card","[Total]","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicion Concerning the Source of Funds","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicion Concerning the Source of Funds","OCC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicion Concerning the Source of Funds","OCC","Credit Card","U.S. Currency","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicion Concerning the Source of Funds","OCC","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious EFT/Wire Transfers","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious EFT/Wire Transfers","OCC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious EFT/Wire Transfers","OCC","Credit Card","U.S. Currency","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious EFT/Wire Transfers","OCC","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious Use of Multiple Accounts","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious Use of Multiple Accounts","OCC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious Use of Multiple Accounts","OCC","Credit Card","U.S. Currency","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious Use of Multiple Accounts","OCC","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious use of multiple transaction locations","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious use of multiple transaction locations","OCC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious use of multiple transaction locations","OCC","Credit Card","U.S. Currency","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious use of multiple transaction locations","OCC","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious use of multiple transaction locations","[Total]","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","OCC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","OCC","Credit Card","U.S. Currency","1"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","OCC","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","[Total]","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","New York","New York County, NY","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","OCC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","OCC","Credit Card","U.S. Currency","1"
"2022 July","New York","New York County, NY","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","OCC","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","OCC","Credit Card","Bank/Cashier's Check","1"
"2022 July","New York","New York County, NY","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","OCC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","OCC","Credit Card","U.S. Currency","1"
"2022 July","New York","New York County, NY","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","OCC","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","[Total]","Credit Card","[Total]","3"
"2022 July","New York","New York County, NY","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","Funds Transfer","1"
"2022 July","New York","New York County, NY","Securities/Futures","Two or More Individuals Working Together","SEC","Credit Card","[Total]","1"
"2022 July","New York","New York County, NY","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","1"
"2022 July","New York","New York County, NY","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","28"
"2022 July","New York","New York County, NY","[Total]","[Total]","[Total]","Credit Card","[Total]","28"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","ACH","FDIC","Credit Card","Funds Transfer","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","ACH","FDIC","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","ACH","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Business Loan","FDIC","Credit Card","Funds Transfer","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Business Loan","FDIC","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Business Loan","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Credit/Debit Card","FDIC","Credit Card","Funds Transfer","2"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Credit/Debit Card","FDIC","Credit Card","[Total]","2"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Credit/Debit Card","[Total]","Credit Card","[Total]","2"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","FDIC","Credit Card","Funds Transfer","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","FDIC","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Other Other Suspicious Activities","FDIC","Credit Card","Funds Transfer","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Other Other Suspicious Activities","FDIC","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Other Other Suspicious Activities","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Suspicious Use of Noncash Monetary Instruments","FDIC","Credit Card","Funds Transfer","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Suspicious Use of Noncash Monetary Instruments","FDIC","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Suspicious Use of Noncash Monetary Instruments","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","FDIC","Credit Card","Funds Transfer","2"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","FDIC","Credit Card","[Total]","2"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","2"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Two or More Individuals Working Together","FDIC","Credit Card","Funds Transfer","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Two or More Individuals Working Together","FDIC","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Onondaga County, NY","Loan or Finance Company","[Total]","[Total]","Credit Card","[Total]","10"
"2022 July","New York","Onondaga County, NY","[Total]","[Total]","[Total]","Credit Card","[Total]","10"
"2022 July","New York","Westchester County, NY","Securities/Futures","Credit/Debit Card","FRB","Credit Card","Funds Transfer","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Credit/Debit Card","FRB","Credit Card","[Total]","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","Funds Transfer","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","[Total]","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Elder Financial Exploitation","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Identity Theft","FRB","Credit Card","Funds Transfer","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Identity Theft","FRB","Credit Card","[Total]","1"
